r_m,J_amplitude_A_per_m2,J_phase_deg
9.330727894479726647e-04,2.084559955464023724e+07,1.681706189774937243e+01
9.335613092330239142e-04,2.090904949521061033e+07,1.700682410095655328e+01
9.340498290180751636e-04,2.097269553769024089e+07,1.719658591063475228e+01
9.345383488031265215e-04,2.103653829394090548e+07,1.738634732754920620e+01
9.350268685881777710e-04,2.110057837774708867e+07,1.757610835246228476e+01
9.355153883732291288e-04,2.116481640482207015e+07,1.776586898613349064e+01
9.360039081582803783e-04,2.122925299281400442e+07,1.795562922931948435e+01
9.364924279433317362e-04,2.129388876131203398e+07,1.814538908277408424e+01
9.369809477283829856e-04,2.135872433185242862e+07,1.833514854724829490e+01
9.374694675134342351e-04,2.142376032792472467e+07,1.852490762349031783e+01
9.379579872984855930e-04,2.148899737497789413e+07,1.871466631224555144e+01
9.384465070835368425e-04,2.155443610042652488e+07,1.890442461425663723e+01
9.389350268685882003e-04,2.162007713365706056e+07,1.909418253026342427e+01
9.394235466536394498e-04,2.168592110603398830e+07,1.928394006100303315e+01
9.399120664386906993e-04,2.175196865090610459e+07,1.947369720720983111e+01
9.404005862237420571e-04,2.181822040361279994e+07,1.966345396961546754e+01
9.408891060087933066e-04,2.188467700149032101e+07,1.985321034894888470e+01
9.413776257938446645e-04,2.195133908387807757e+07,2.004296634593630699e+01
9.418661455788959139e-04,2.201820729212499782e+07,2.023272196130130851e+01
9.423546653639471634e-04,2.208528226959582418e+07,2.042247719576475973e+01
9.428431851489985213e-04,2.215256466167754307e+07,2.061223205004489500e+01
9.433317049340497707e-04,2.222005511578574032e+07,2.080198652485729482e+01
9.438202247191011286e-04,2.228775428137099743e+07,2.099174062091491066e+01
9.443087445041523781e-04,2.235566280992532894e+07,2.118149433892807920e+01
9.447972642892037360e-04,2.242378135498866439e+07,2.137124767960452587e+01
9.452857840742549854e-04,2.249211057215524837e+07,2.156100064364940394e+01
9.457743038593062349e-04,2.256065111908020824e+07,2.175075323176526254e+01
9.462628236443575928e-04,2.262940365548601374e+07,2.194050544465209995e+01
9.467513434294088422e-04,2.269836884316901118e+07,2.213025728300736006e+01
9.472398632144602001e-04,2.276754734600600600e+07,2.232000874752595720e+01
9.477283829995114496e-04,2.283693982996078953e+07,2.250975983890026910e+01
9.482169027845626990e-04,2.290654696309078112e+07,2.269951055782016880e+01
9.487054225696140569e-04,2.297636941555359960e+07,2.288926090497301402e+01
9.491939423546653064e-04,2.304640785961373150e+07,2.307901088104370757e+01
9.496824621397166643e-04,2.311666296964916959e+07,2.326876048671463693e+01
9.501709819247679137e-04,2.318713542215809971e+07,2.345850972266576306e+01
9.506595017098192716e-04,2.325782589576557279e+07,2.364825858957458493e+01
9.511480214948705211e-04,2.332873507123027742e+07,2.383800708811616786e+01
9.516365412799217705e-04,2.339986363145123050e+07,2.402775521896315780e+01
9.521250610649731284e-04,2.347121226147456467e+07,2.421750298278578128e+01
9.526135808500243779e-04,2.354278164850029349e+07,2.440725038025188809e+01
9.531021006350757357e-04,2.361457248188916594e+07,2.459699741202691925e+01
9.535906204201269852e-04,2.368658545316941291e+07,2.478674407877396035e+01
9.540791402051782347e-04,2.375882125604367629e+07,2.497649038115373799e+01
9.545676599902295925e-04,2.383128058639582619e+07,2.516623631982462683e+01
9.550561797752808420e-04,2.390396414229789004e+07,2.535598189544265679e+01
9.555446995603321999e-04,2.397687262401694059e+07,2.554572710866156626e+01
9.560332193453834494e-04,2.405000673402205482e+07,2.573547196013274885e+01
9.565217391304348072e-04,2.412336717699121684e+07,2.592521645050532442e+01
9.570102589154860567e-04,2.419695465981838852e+07,2.611496058042612844e+01
9.574987787005373062e-04,2.427076989162044600e+07,2.630470435053971912e+01
9.579872984855886640e-04,2.434481358374421299e+07,2.649444776148838798e+01
9.584758182706399135e-04,2.441908644977353886e+07,2.668419081391217418e+01
9.589643380556912714e-04,2.449358920553632826e+07,2.687393350844891415e+01
9.594528578407425208e-04,2.456832256911165640e+07,2.706367584573417773e+01
9.599413776257937703e-04,2.464328726083688438e+07,2.725341782640136046e+01
9.604298974108451282e-04,2.471848400331478566e+07,2.744315945108163035e+01
9.609184171958963776e-04,2.479391352142072096e+07,2.763290072040398471e+01
9.614069369809477355e-04,2.486957654230979457e+07,2.782264163499523590e+01
9.618954567659989850e-04,2.494547379542410001e+07,2.801238219548003983e+01
9.623839765510503429e-04,2.502160601249990240e+07,2.820212240248090296e+01
9.628724963361015923e-04,2.509797392757492512e+07,2.839186225661817886e+01
9.633610161211528418e-04,2.517457827699560672e+07,2.858160175851010720e+01
9.638495359062041997e-04,2.525141979942440987e+07,2.877134090877279249e+01
9.643380556912554491e-04,2.532849923584710807e+07,2.896107970802026443e+01
9.648265754763068070e-04,2.540581732958018780e+07,2.915081815686443178e+01
9.653150952613580565e-04,2.548337482627816498e+07,2.934055625591512495e+01
9.658036150464093059e-04,2.556117247394100949e+07,2.953029400578012442e+01
9.662921348314606638e-04,2.563921102292151749e+07,2.972003140706512880e+01
9.667806546165119133e-04,2.571749122593280673e+07,2.990976846037380454e+01
9.672691744015632712e-04,2.579601383805572242e+07,3.009950516630776818e+01
9.677576941866145206e-04,2.587477961674635485e+07,3.028924152546662540e+01
9.682462139716658785e-04,2.595378932184352726e+07,3.047897753844796753e+01
9.687347337567171280e-04,2.603304371557636186e+07,3.066871320584738214e+01
9.692232535417683774e-04,2.611254356257179379e+07,3.085844852825846374e+01
9.697117733268197353e-04,2.619228962986218184e+07,3.104818350627281731e+01
9.702002931118709848e-04,2.627228268689290434e+07,3.123791814048009741e+01
9.706888128969223426e-04,2.635252350552996993e+07,3.142765243146799392e+01
9.711773326819735921e-04,2.643301286006769538e+07,3.161738637982223921e+01
9.716658524670248416e-04,2.651375152723639086e+07,3.180711998612665425e+01
9.721543722520761995e-04,2.659474028621001169e+07,3.199685325096312383e+01
9.726428920371274489e-04,2.667597991861394793e+07,3.218658617491159646e+01
9.731314118221788068e-04,2.675747120853272825e+07,3.237631875855016261e+01
9.736199316072300563e-04,2.683921494251779839e+07,3.256605100245499074e+01
9.741084513922814141e-04,2.692121190959535912e+07,3.275578290720036989e+01
9.745969711773326636e-04,2.700346290127414837e+07,3.294551447335872041e+01
9.750854909623839131e-04,2.708596871155330166e+07,3.313524570150060100e+01
9.755740107474352709e-04,2.716873013693025336e+07,3.332497659219473718e+01
9.760625305324865204e-04,2.725174797640860453e+07,3.351470714600799283e+01
9.765510503175378783e-04,2.733502303150605410e+07,3.370443736350542707e+01
9.770395701025891277e-04,2.741855610626235604e+07,3.389416724525024449e+01
9.775280898876403772e-04,2.750234800724728405e+07,3.408389679180387333e+01
9.780166096726916267e-04,2.758639954356864840e+07,3.427362600372594414e+01
9.785051294577430930e-04,2.767071152688029036e+07,3.446335488157426852e+01
9.789936492427943424e-04,2.775528477139018476e+07,3.465308342590492430e+01
9.794821690278455919e-04,2.784012009386845678e+07,3.484281163727220587e+01
9.799706888128968413e-04,2.792521831365552917e+07,3.503253951622862417e+01
9.804592085979480908e-04,2.801058025267023593e+07,3.522226706332499191e+01
9.809477283829995571e-04,2.809620673541797325e+07,3.541199427911033837e+01
9.814362481680508066e-04,2.818209858899887651e+07,3.560172116413200172e+01
9.819247679531020560e-04,2.826825664311602712e+07,3.579144771893557220e+01
9.824132877381533055e-04,2.835468173008368909e+07,3.598117394406495606e+01
9.829018075232047718e-04,2.844137468483558297e+07,3.617089984006237557e+01
9.833903273082560213e-04,2.852833634493313730e+07,3.636062540746831928e+01
9.838788470933072707e-04,2.861556755057380348e+07,3.655035064682164858e+01
9.843673668783585202e-04,2.870306914459943771e+07,3.674007555865951247e+01
9.848558866634097696e-04,2.879084197250461578e+07,3.692980014351743989e+01
9.853444064484612359e-04,2.887888688244501874e+07,3.711952440192928293e+01
9.858329262335124854e-04,2.896720472524591163e+07,3.730924833442726651e+01
9.863214460185637349e-04,2.905579635441049933e+07,3.749897194154199553e+01
9.868099658036149843e-04,2.914466262612846866e+07,3.768869522380243353e+01
9.872984855886662338e-04,2.923380439928445593e+07,3.787841818173594532e+01
9.877870053737177001e-04,2.932322253546657041e+07,3.806814081586828280e+01
9.882755251587689495e-04,2.941291789897494018e+07,3.825786312672362754e+01
9.887640449438201990e-04,2.950289135683033243e+07,3.844758511482456242e+01
9.892525647288714485e-04,2.959314377878269553e+07,3.863730678069210001e+01
9.897410845139226979e-04,2.968367603731984273e+07,3.882702812484567545e+01
9.902296042989741642e-04,2.977448900767609105e+07,3.901674914780319625e+01
9.907181240840254137e-04,2.986558356784091890e+07,3.920646985008099250e+01
9.912066438690766632e-04,2.995696059856775403e+07,3.939619023219388794e+01
9.916951636541279126e-04,3.004862098338266090e+07,3.958591029465514310e+01
9.921836834391791621e-04,3.014056560859312490e+07,3.977563003797652641e+01
9.926722032242306284e-04,3.023279536329687387e+07,3.996534946266827149e+01
9.931607230092818778e-04,3.032531113939066604e+07,4.015506856923911982e+01
9.936492427943331273e-04,3.041811383157917485e+07,4.034478735819634920e+01
9.941377625793843768e-04,3.051120433738385513e+07,4.053450583004567420e+01
9.946262823644358431e-04,3.060458355715186894e+07,4.072422398529141674e+01
9.951148021494870925e-04,3.069825239406501129e+07,4.091394182443639949e+01
9.956033219345383420e-04,3.079221175414869934e+07,4.110365934798197429e+01
9.960918417195895914e-04,3.088646254628091678e+07,4.129337655642804350e+01
9.965803615046408409e-04,3.098100568220132962e+07,4.148309345027308126e+01
9.970688812896923072e-04,3.107584207652023435e+07,4.167281003001410511e+01
9.975574010747435567e-04,3.117097264672773331e+07,4.186252629614674703e+01
9.980459208597948061e-04,3.126639831320279464e+07,4.205224224916516818e+01
9.985344406448460556e-04,3.136211999922239035e+07,4.224195788956216546e+01
9.990229604298973051e-04,3.145813863097069412e+07,4.243167321782912182e+01
9.995114802149487714e-04,3.155445513754826412e+07,4.262138823445602043e+01
1.000000000000000021e-03,3.165107045098126307e+07,4.281110293993143046e+01
